,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-41.26,-7.26,5.96,-7.45,-13.09,-47.14,-18.1,10.45,26.87,-7.66,46.85
Cash from Investing Activity,-2.03,0.04,-0.56,-1.0,-10.25,2.32,-7.52,-0.29,3.32,6.6,1.97
Cash from Financing Activity,44.93,6.6,-3.1,8.1,22.17,43.41,26.63,-7.7,-32.46,-0.49,-48.83
Net Cash Flow,1.64,-0.63,2.3,-0.36,-1.18,-1.4,1.01,2.47,-2.27,-1.55,-0.01
