,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,110.56,51.99,57.61,53.44,41.52,33.49,53.0,58.68,143.91,879.84,1021.19
Inventory Days,213.01,67.66,43.17,66.03,68.59,86.76,68.99,90.14,,,478.87
Days Payable,27.46,17.84,16.16,27.88,13.44,12.64,23.35,33.79,,,222.17
Cash Conversion Cycle,296.1,101.8,84.62,91.58,96.67,107.61,98.64,115.02,143.91,879.84,1277.88
Working Capital Days,281.24,96.4,81.15,83.84,91.22,99.37,88.81,104.83,233.46,1430.32,1512.77
ROCE %,,16.15,14.8,14.06,13.29,14.43,14.89,13.51,6.94,1.24,1.56
