,2018-03-01,2019-03-01,2020-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,442,999,1201,9100,9100,9100.0
Reserves,71,220,333,97,-1271,
Borrowings,5347,5577,5177,575,572,
Other Liabilities,645,205,111,1,0,
Total Liabilities,6505,7000,6821,9773,8401,
Fixed Assets,1779,6704,6437,0,0,
CWIP,4548,9,0,0,0,
Investments,0,0,0,4254,2978,
Other Assets,178,288,384,5519,5424,
Total Assets,6505,7000,6821,9773,8401,
