,2018-03-01,2019-03-01,2020-03-01,2022-03-01,2023-03-01
Debtor Days,54.0,44,48,0.0,0
Inventory Days,,,,,
Days Payable,,,,,
Cash Conversion Cycle,54.0,44,48,0.0,0
Working Capital Days,-695.0,-60,-135,0.0,-0
ROCE %,,11,14,,-3
