,2021-12-01,2022-09-01,2023-09-01
Sales,9.81,13.2,17.59
Expenses,8.33,9.53,14.36
Operating Profit,1.48,3.67,3.23
OPM %,15.09,27.8,18.36
Other Income,0.07,0.22,0.31
Interest,0.28,0.47,0.39
Depreciation,0.15,0.1,0.1
Profit before tax,1.12,3.32,3.05
Tax %,20.54,28.31,27.21
Net Profit,0.89,2.39,2.22
EPS in Rs,890.0,5.82,3.96
