,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,79.62,85.56,85.56,83.06,97.07,98.25,98.25,98.25
FIIs,1.76,1.11,1.07,0.76,0.0,0.0,0.01,0.03
DIIs,10.78,7.62,7.58,6.14,1.05,0.64,0.67,0.68
Public,7.84,5.71,5.79,10.04,1.88,1.11,1.07,1.05
No. of Shareholders,132524.0,119890.0,115570.0,119428.0,126560.0,130728.0,146968.0,155115.0
