,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,14.08,10.36,9.23,10.79,15.66,18.34,16.37,15.6,12.26,17.16,13.58,18.67,20.10
Expenses,11.27,8.37,8.08,8.68,13.4,14.79,13.33,12.76,10.27,15.56,11.95,16.17,17.44
Operating Profit,2.81,1.99,1.15,2.11,2.26,3.55,3.04,2.84,1.99,1.6,1.63,2.5,2.66
OPM %,19.96,19.21,12.46,19.56,14.43,19.36,18.57,18.21,16.23,9.32,12.0,13.39,13.23
Other Income,0.04,0.15,0.17,0.07,0.26,0.32,0.42,0.29,0.33,0.86,0.49,0.32,0.26
Interest,0.17,0.07,0.07,0.13,0.09,0.05,0.07,0.07,0.1,0.14,0.14,0.15,0.07
Depreciation,0.75,0.65,0.66,1.01,0.73,0.76,0.91,0.98,1.19,0.65,0.57,0.56,0.60
Profit before tax,1.93,1.42,0.59,1.04,1.7,3.06,2.48,2.08,1.03,1.67,1.41,2.11,2.25
Tax %,30.05,38.03,35.59,40.38,35.88,37.58,22.98,37.5,35.92,14.97,24.82,24.17,
Net Profit,1.35,0.88,0.37,0.63,1.09,1.92,1.91,1.3,0.66,1.42,1.06,1.6,1.71
EPS in Rs,2.97,1.94,0.81,1.39,2.4,4.23,4.21,2.86,1.45,3.13,2.33,3.52,3.77
