,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,44.62,44.62,44.77,45.25,45.36,45.16,45.22,45.26
Government,0.0,0.0,0.0,0.0,3.63,4.12,0.0,0.0
Public,55.38,55.38,55.23,54.75,51.0,50.72,54.77,54.73
No. of Shareholders,4234.0,4396.0,4345.0,4235.0,3370.0,3970.0,3938.0,4014.0
