,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,9,9,9,9,9,9,9,9,9,9,9,9,9
Reserves,35,31,30,31,33,28,30,32,33,31,36,41,45
Borrowings,104,103,104,107,97,87,74,76,78,76,65,68,62
Other Liabilities,31,27,32,36,34,41,46,39,31,32,43,32,38
Total Liabilities,179,171,176,183,172,165,159,155,150,147,153,150,154
Fixed Assets,83,76,72,67,60,52,49,47,47,43,41,46,46
CWIP,1,1,3,2,3,4,3,0,0,0,0,1,0
Investments,1,1,1,1,4,4,4,4,0,0,0,0,0
Other Assets,94,92,99,113,105,105,103,104,103,104,112,104,107
Total Assets,179,171,176,183,172,165,159,155,150,147,153,150,154
