,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,59.72,59.72,59.72,59.72,59.72,59.72,59.72,59.72,59.92,59.92,51.83,49.14
FIIs,0.02,0.02,0.02,0.08,0.15,0.34,0.34,0.34,0.34,0.19,13.51,19.64
DIIs,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02
Public,40.23,40.23,40.23,40.18,40.1,39.91,39.91,39.92,39.71,39.86,34.64,31.18
No. of Shareholders,8996.0,9193.0,9326.0,10024.0,10092.0,10347.0,10916.0,10877.0,10416.0,10064.0,11438.0,11540.0
