,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,477.0,816.0,992.0,675.0,772.0,966.0,1114.0,994.0,1013.0,1062.0,1134.0,1131.0,1104.0
Expenses,414.0,701.0,888.0,578.0,662.0,827.0,955.0,853.0,867.0,911.0,975.0,969.0,945.0
Operating Profit,63.0,115.0,104.0,97.0,110.0,139.0,159.0,140.0,146.0,152.0,159.0,162.0,160.0
OPM %,13.0,14.0,11.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Other Income,6.0,7.0,6.0,5.0,6.0,6.0,8.0,6.0,10.0,6.0,9.0,7.0,6.0
Interest,24.0,24.0,29.0,22.0,26.0,25.0,26.0,25.0,25.0,22.0,27.0,27.0,27.0
Depreciation,35.0,36.0,37.0,37.0,35.0,37.0,38.0,37.0,37.0,39.0,41.0,41.0,42.0
Profit before tax,10.0,62.0,44.0,43.0,54.0,82.0,103.0,84.0,93.0,97.0,100.0,100.0,96.0
Tax %,28.0,27.0,26.0,25.0,24.0,29.0,28.0,26.0,27.0,26.0,26.0,27.0,23.0
Net Profit,7.0,45.0,33.0,32.0,41.0,59.0,74.0,62.0,68.0,71.0,74.0,73.0,73.0
EPS in Rs,0.94,5.94,4.32,4.24,5.43,7.76,9.78,8.18,8.93,9.39,9.76,9.63,9.71
