,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,4.14,6.37,7.19,3.11,3.63,1.47,2.56,1.62,3.28,2.35,3.35,3.13,2.92
Expenses,9.82,10.97,11.25,8.13,8.66,7.26,7.53,7.84,7.64,6.0,5.58,5.46,5.11
Operating Profit,-5.68,-4.6,-4.06,-5.02,-5.03,-5.79,-4.97,-6.22,-4.36,-3.65,-2.23,-2.33,-2.19
OPM %,-137.2,-72.21,-56.47,-161.41,-138.57,-393.88,-194.14,-383.95,-132.93,-155.32,-66.57,-74.44,-75.0
Other Income,2.14,2.08,2.13,1.95,1.95,2.05,1.94,1.91,-5.11,1.84,2.45,-0.71,1.84
Interest,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.0
Depreciation,0.07,0.09,0.09,0.06,0.09,0.07,0.07,0.06,0.06,0.07,0.05,0.05,0.05
Profit before tax,-3.63,-2.61,-2.03,-3.13,-3.18,-3.81,-3.1,-4.37,-9.54,-1.88,0.15,-3.1,-0.4
Tax %,0.0,0.0,0.0,0.0,22.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit,-3.63,-2.6,-2.03,-3.13,-2.44,-3.82,-3.1,-4.36,-9.53,-1.88,0.15,-3.1,-0.4
EPS in Rs,-3.02,-2.16,-1.69,-2.6,-2.03,-3.18,-2.58,-3.63,-7.93,-1.56,0.12,-2.58,-0.33
