,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,26.0,38,27,35
Inventory Days,26.0,35,35,30
Days Payable,18.0,21,16,17
Cash Conversion Cycle,34.0,52,45,49
Working Capital Days,36.0,55,49,53
ROCE %,,12,10,11
