,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,58.94,58.94,58.94,58.94,58.94
FIIs,0.0,0.16,0.16,1.75,1.88
Public,41.06,40.89,40.91,39.31,39.17
No. of Shareholders,3023.0,8783.0,12498.0,23623.0,36057.0
