,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001
Reserves,2.58,2.81,2.47,2.0,1.54,0.98,0.55,0.35,-0.04,-0.47,-0.59,-1.13,-1.33
Borrowings,0.0,0.15,0.08,0.14,0.44,0.0,0.52,0.0,0.13,0.53,0.9,1.31,2.49
Other Liabilities,1.19,1.16,1.07,1.04,1.02,1.04,1.03,1.03,1.04,1.02,1.43,3.99,5.03
Total Liabilities,4.37,4.72,4.22,3.78,3.6,2.62,2.7,1.98,1.73,1.6800000000000002,2.34,4.77,6.79
Fixed Assets,0.29,0.8,0.72,0.59,0.41,0.56,0.61,0.6000000000000001,0.59,0.58,0.07,0.06,0.05
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,3.16,3.01,2.79,1.4,1.39,0.72,0.72,0.58,0.58,0.54,0.54,0.54,0.59
Other Assets,0.92,0.91,0.71,1.79,1.8,1.34,1.37,0.8,0.56,0.56,1.73,4.17,6.15
Total Assets,4.37,4.72,4.22,3.78,3.6,2.62,2.7,1.98,1.73,1.6800000000000002,2.34,4.77,6.79
