,2020-03-01,2020-06-01,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01
Sales,21.15,7.89,16.37,22.04,28.27,17.79,30.57,34.98,33.99,30.34,33.91,36.13,33.74
Expenses,22.05,8.99,16.31,21.55,26.02,17.86,29.34,32.88,32.16,29.09,31.98,33.08,31.13
Operating Profit,-0.9,-1.1,0.06,0.49,2.25,-0.07,1.23,2.1,1.83,1.25,1.93,3.05,2.61
OPM %,-4.26,-13.94,0.37,2.22,7.96,-0.39,4.02,6.0,5.38,4.12,5.69,8.44,7.74
Other Income,0.28,0.39,-0.1,0.46,1.63,0.27,0.26,0.29,1.04,0.47,0.72,0.3,0.28
Interest,0.8,0.65,0.17,0.7,0.87,0.68,0.91,0.89,1.02,0.8,0.92,0.75,0.67
Depreciation,0.97,0.99,1.01,0.92,0.81,0.76,0.74,0.78,0.75,0.74,0.74,0.69,0.68
Profit before tax,-2.39,-2.35,-1.22,-0.67,2.2,-1.24,-0.16,0.72,1.1,0.18,0.99,1.91,1.54
Tax %,-25.1,-4.68,-5.74,-2.99,-1.82,2.42,-25.0,-11.11,14.55,-183.33,22.22,6.81,-22.08
Net Profit,-2.98,-2.47,-1.29,-0.69,2.25,-1.21,-0.2,0.81,0.94,0.51,0.77,1.78,1.88
EPS in Rs,-3.33,-2.68,-1.4,-0.75,2.43,-1.32,-0.22,0.88,1.01,0.55,0.84,1.94,2.05
