,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,25.75,33.16,42.25,40.49,41.58,46.56,24.47,46.94,21.17,20.59,31.25,32.61,30.9
Expenses,24.01,31.39,40.62,39.08,38.99,44.48,22.5,45.22,19.74,19.0,29.42,31.84,29.75
Operating Profit,1.74,1.77,1.63,1.41,2.59,2.08,1.97,1.72,1.43,1.59,1.83,0.77,1.15
OPM %,6.76,5.34,3.86,3.48,6.23,4.47,8.05,3.66,6.75,7.72,5.86,2.36,3.72
Other Income,0.03,0.16,0.34,0.53,0.51,0.28,-0.15,0.44,0.35,0.33,0.37,0.42,0.53
Interest,0.17,0.02,0.17,0.06,0.03,0.02,0.14,0.22,0.13,0.16,0.54,0.42,0.28
Depreciation,1.5,1.5,1.52,1.5,1.51,1.5,1.51,1.5,1.51,1.51,1.51,0.68,0.88
Profit before tax,0.1,0.41,0.28,0.38,1.56,0.84,0.17,0.44,0.14,0.25,0.15,0.09,0.52
Tax %,0.0,0.0,75.0,0.0,0.0,0.0,170.59,25.0,28.57,20.0,206.67,33.33,25.0
Net Profit,0.1,0.41,0.08,0.38,1.56,0.84,-0.12,0.33,0.1,0.2,-0.16,0.06,0.39
EPS in Rs,0.01,0.04,0.01,0.04,0.16,0.09,-0.01,0.03,0.01,0.02,-0.02,0.01,0.04
