,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,72.27,72.55,72.55,72.55,73.24,73.3,73.3,73.3
DIIs,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Public,27.61,27.45,27.45,27.45,26.75,26.7,26.7,26.71
No. of Shareholders,3969.0,3702.0,3379.0,3366.0,3632.0,6258.0,7052.0,6862.0
