,2022-03-01,2023-03-01,2023-09-01
Promoters,40.43,40.43,40.41
FIIs,2.97,4.48,12.36
DIIs,29.24,28.16,25.5
Public,27.01,26.73,21.61
Others,0.35,0.19,0.12
No. of Shareholders,82627.0,73512.0,66430.0
