,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,1.0,1,0,2,1,1,1,1,1
Inventory Days,84.0,82,76,76,78,101,113,112,117
Days Payable,34.0,29,25,27,31,37,22,30,27
Cash Conversion Cycle,51.0,53,51,51,48,65,91,82,91
Working Capital Days,42.0,41,39,39,31,45,69,121,66
ROCE %,,11,19,13,12,9,13,10,5
