,2015-12-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
Public,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
No. of Shareholders,19881.0,19869.0,19852.0,19756.0,19735.0,19734.0,19735.0,19981.0,20119.0
