,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,29.53,28.55,30.69,31.27,24.42,24.95,28.27,32.88,29.71,34.47,72.53,76.53,31.72
Expenses,28.42,27.44,29.61,30.28,24.27,24.73,28.03,32.44,28.81,31.52,67.47,74.38,33.38
Operating Profit,1.11,1.11,1.08,0.99,0.15,0.22,0.24,0.44,0.9,2.95,5.06,2.15,-1.66
OPM %,3.76,3.89,3.52,3.17,0.61,0.88,0.85,1.34,3.03,8.56,6.98,2.81,-5.23
Other Income,0.06,0.05,0.03,0.08,0.13,0.05,-0.45,0.02,0.04,0.06,0.05,0.05,0.10
Interest,0.56,0.56,0.53,0.49,0.34,0.3,0.28,0.34,0.31,0.37,0.65,0.61,0.33
Depreciation,0.45,0.44,0.46,0.24,0.24,0.25,0.25,0.22,0.19,0.23,0.34,0.5,0.58
Profit before tax,0.16,0.16,0.12,0.34,-0.3,-0.28,-0.74,-0.1,0.44,2.41,4.12,1.09,-2.47
Tax %,37.5,25.0,33.33,29.41,-0.0,3.57,28.38,-0.0,40.91,22.82,24.51,24.77,
Net Profit,0.1,0.11,0.09,0.24,-0.31,-0.26,-0.53,-0.1,0.26,1.85,3.1,0.82,-2.74
EPS in Rs,0.25,0.28,0.22,0.6,-0.78,-0.65,-1.32,-0.25,0.65,4.62,7.75,2.05,-6.85
