,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,29.15,31.31,27.19,20.95,24.93,25.43,33.37,30.3,31.31,29.86,41.7,50.73,51.00
Expenses,25.55,28.11,23.86,18.47,21.66,22.24,29.56,26.35,28.13,26.6,37.92,45.49,45.16
Operating Profit,3.6,3.2,3.33,2.48,3.27,3.19,3.81,3.95,3.18,3.26,3.78,5.24,5.84
OPM %,12.35,10.22,12.25,11.84,13.12,12.54,11.42,13.04,10.16,10.92,9.06,10.33,11.45
Other Income,0.36,0.69,0.78,0.14,0.61,0.67,0.89,1.06,1.34,1.3,1.03,2.0,1.28
Interest,0.1,0.01,0.0,0.03,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.00
Depreciation,0.7,0.74,0.75,0.52,0.56,0.55,0.61,0.6,0.59,0.66,0.59,0.75,0.76
Profit before tax,3.16,3.14,3.36,2.07,3.32,3.3,4.08,4.4,3.92,3.89,4.22,6.48,6.36
Tax %,25.32,23.57,23.21,23.67,22.89,19.7,24.51,21.14,23.21,26.99,22.27,25.93,
Net Profit,2.36,2.39,2.58,1.58,2.56,2.65,3.08,3.47,3.01,2.83,3.28,4.79,4.78
EPS in Rs,18.15,18.38,19.85,12.15,19.69,20.38,23.69,26.69,23.15,21.77,25.23,36.85,36.76
