,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3
Reserves,10.94,12.11,14.32,15.72,17.81,18.84,22.03,23.99,25.33,27.41,29.77,33.51,34.27
Borrowings,0.78,0.0,2.24,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.23
Other Liabilities,6.26,5.41,3.4,3.75,3.85,3.85,5.37,5.76,6.02,4.5600000000000005,5.44,7.21,9.59
Total Liabilities,19.28,18.82,21.26,20.77,23.13,23.99,28.7,31.05,32.65,33.27,36.51,42.14,45.39
Fixed Assets,3.37,3.04,7.41,7.24,7.11,7.57,7.64,7.22,6.72,6.38,6.34,6.18,9.35
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
Investments,0.18,1.6800000000000002,2.23,2.23,4.13,5.28,5.48,9.26,9.43,11.4,8.25,7.53,7.48
Other Assets,15.73,14.1,11.62,11.3,11.89,11.14,15.58,14.57,16.5,15.49,21.92,28.18,28.56
Total Assets,19.28,18.82,21.26,20.77,23.13,23.99,28.7,31.05,32.65,33.27,36.51,42.14,45.39
