,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1.0,1.0,1.0,2.97,4.58,4.58,5.4,5.4,5.4,5.8,5.8,10.09,10.09
Reserves,0.17,0.2,0.26,0.13,1.46,1.61,4.28,5.39,3.26,3.45,3.67,0.88,1.28
Borrowings,3.43,3.93,4.85,3.5700000000000003,7.6,9.09,6.39,9.75,8.97,10.01,11.96,10.63,9.79
Other Liabilities,3.66,4.71,3.49,4.43,2.3,3.78,5.73,5.73,7.45,10.14,11.02,13.59,14.97
Total Liabilities,8.26,9.84,9.6,11.1,15.94,19.06,21.8,26.27,25.08,29.4,32.45,35.19,36.13
Fixed Assets,0.51,0.49,0.42,0.39,0.63,0.58,1.08,0.91,0.74,0.58,0.64,0.6000000000000001,1.78
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.29
Investments,0.0,0.21,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,7.75,9.14,8.84,10.71,15.31,18.48,20.72,25.36,24.34,28.82,31.52,34.3,34.06
Total Assets,8.26,9.84,9.6,11.1,15.94,19.06,21.8,26.27,25.08,29.4,32.45,35.19,36.13
