,2022-09-01,2023-06-01,2023-09-01
Sales,7.2,7.88,8.61
Expenses,6.7,7.21,7.72
Operating Profit,0.5,0.67,0.89
OPM %,6.94,8.5,10.34
Other Income,0.15,0.16,0.19
Interest,0.57,0.64,0.71
Depreciation,0.03,0.07,0.09
Profit before tax,0.05,0.12,0.28
Tax %,0.0,-25.0,-10.71
Net Profit,0.05,0.15,0.3
EPS in Rs,0.05,0.15,0.3
