,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,61.39,61.39,61.39,61.39,61.39,61.39,61.39,61.39,61.39
Public,38.61,38.61,38.61,38.61,38.61,38.61,38.61,38.61,38.61
No. of Shareholders,1025.0,1052.0,1053.0,1114.0,1430.0,1496.0,1571.0,1541.0,1583.0
