,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,351.24,311.62,372.22,360.27,510.93,583.18,721.2,779.78,527.59,262.24,457.16,554.37,414.42
Expenses,361.7,285.17,321.82,327.26,463.7,535.29,689.11,741.84,504.53,262.27,433.77,534.03,387.75
Operating Profit,-10.46,26.45,50.4,33.01,47.23,47.89,32.09,37.94,23.06,-0.03,23.39,20.34,26.67
OPM %,-2.98,8.49,13.54,9.16,9.24,8.21,4.45,4.87,4.37,-0.01,5.12,3.67,6.44
Other Income,14.89,6.34,1.79,1.88,6.35,3.88,6.49,3.43,0.64,1.72,5.83,3.39,4.01
Interest,12.86,7.87,12.52,11.38,12.39,10.8,7.49,11.79,12.91,11.31,17.37,11.81,10.33
Depreciation,18.87,21.87,21.83,8.56,9.94,13.91,12.08,13.33,7.62,8.11,8.13,9.68,9.72
Profit before tax,-27.3,3.05,17.84,14.95,31.25,27.06,19.01,16.25,3.17,-17.73,3.72,2.24,10.63
Tax %,35.13,0.0,14.46,30.3,28.83,27.09,18.78,35.02,81.39,24.53,18.28,24.11,22.86
Net Profit,-17.71,3.04,15.26,10.42,22.24,19.72,15.43,10.56,0.59,-13.38,3.03,1.71,8.2
EPS in Rs,-1.23,0.21,1.06,0.72,1.54,1.37,1.07,0.73,0.04,-0.93,0.21,0.12,0.57
