,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,4,45,10,44,42,53,68,-3,237,170,273,726
Cash from Investing Activity,-4,-9,1,-22,-22,-43,-100,-64,-99,-265,-464,-356
Cash from Financing Activity,1,-37,-13,-22,-20,-8,42,69,-57,63,304,-330
Net Cash Flow,0,0,-1,0,1,1,10,2,81,-32,113,41
