,2007-03-01,2008-03-01,2009-03-01,2010-03-01,2011-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7.04,7.04,7.04,7.04,7.04,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51
Reserves,0.8,0.9,1.0,1.16,1.2,6.87,10.28,8.46,8.81,10.9,10.94,10.01,8.75
Borrowings,0.1,0.22,0.17,0.33,0.53,11.02,5.62,8.28,10.59,11.87,7.64,6.32,5.69
Other Liabilities,2.1,1.12,1.04,1.69,2.62,53.72,25.39,23.98,14.93,16.31,17.75,3.43,4.99
Total Liabilities,10.04,9.28,9.25,10.22,11.39,82.12,51.8,51.23,44.84,49.59,46.84,30.27,29.94
Fixed Assets,1.63,4.29,5.2,4.21,3.38,4.32,4.16,3.85,4.41,4.03,3.74,3.49,3.38
CWIP,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.54,0.54,0.54,0.54,0.54,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,7.87,4.45,3.51,5.47,7.03,77.8,46.41,47.38,40.43,45.56,43.1,26.78,26.56
Total Assets,10.04,9.28,9.25,10.22,11.39,82.12,51.8,51.23,44.84,49.59,46.84,30.27,29.94
