,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,8.3,8.3,8.3,8.3,8.8,10.6
Reserves,4.33,5.54,7.13,7.91,9.13,10.78
Borrowings,7.7,7.1,5.01,6.55,11.53,11.64
Other Liabilities,4.13,1.82,4.27,3.74,4.83,6.4
Total Liabilities,24.46,22.76,24.71,26.5,34.29,39.42
Fixed Assets,1.99,2.04,1.89,1.79,1.94,2.05
CWIP,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,22.47,20.72,22.82,24.71,32.35,37.37
Total Assets,24.46,22.76,24.71,26.5,34.29,39.42
