,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-09-01
Promoters,35.8,35.8,35.8,35.8,35.8
Public,64.21,64.2,64.2,64.2,64.2
No. of Shareholders,334.0,263.0,269.0,339.0,433.0
