,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,3.05,23.32,5.54,20.29,10.05
Expenses,2.51,21.45,4.58,17.83,8.76
Operating Profit,0.54,1.87,0.96,2.46,1.29
OPM %,17.7,8.02,17.33,12.12,12.84
Other Income,0.03,0.21,0.01,0.0,0.0
Interest,0.4,0.33,0.41,0.3,0.44
Depreciation,0.02,0.37,0.23,0.28,0.54
Profit before tax,0.15,1.38,0.33,1.88,0.31
Tax %,26.67,35.51,-18.18,32.45,35.48
Net Profit,0.11,0.89,0.39,1.26,0.21
EPS in Rs,0.22,1.58,0.43,1.38,0.23
