,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,138.71,58.42,112.32,216.34,38.72
Inventory Days,152.79,110.75,118.72,110.6,280.98
Days Payable,406.88,238.23,253.64,314.55,170.64
Cash Conversion Cycle,-115.37,-69.05,-22.59,12.4,149.06
Working Capital Days,-45.62,-77.45,-40.99,69.35,188.36
ROCE %,,16.28,15.53,13.47,12.81
