,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,62.84,40.81,27.88,29.15,35.27,33.83,36.85,38.87,31.33,3.67,0.00,0.00,0.0
Expenses,59.2,40.87,50.35,37.07,42.18,33.34,33.53,34.94,31.52,28.42,8.21,4.15,4.52
Operating Profit,3.64,-0.06,-22.47,-7.92,-6.91,0.49,3.32,3.93,-0.19,-24.75,-8.21,-4.15,-4.52
OPM %,5.79,-0.15,-80.6,-27.17,-19.59,1.45,9.01,10.11,-0.61,-674.39,,,
Other Income,1.72,3.75,0.23,7.35,0.61,0.48,0.36,2.41,0.04,2.5,2.81,-0.30,1.6099999999999999
Interest,1.29,1.06,1.44,2.1,3.45,3.29,2.97,3.14,2.0,0.89,0.73,0.66,0.34
Depreciation,1.55,1.68,1.15,1.1,1.37,1.52,1.48,1.49,1.48,1.69,0.00,0.00,0.0
Profit before tax,2.52,0.95,-24.83,-3.77,-11.12,-3.84,-0.77,1.71,-3.63,-24.83,-6.13,-5.11,-3.25
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Net Profit,2.52,0.95,-24.82,-3.77,-11.11,-3.85,-0.77,1.7,-3.63,-24.83,-6.13,-5.11,-3.25
EPS in Rs,1.29,0.48,-12.66,-1.92,-5.67,-1.96,-0.39,0.87,-1.85,-12.67,-3.13,-2.61,-1.65
