,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,147.95,113.81,52.17,81.68,133.46,91.61,42.26,79.71,125.5,91.09,41.16,91.67,142.78
Expenses,101.51,97.13,75.42,60.01,116.22,85.03,61.97,88.53,106.59,87.61,83.64,98.02,143.02
Operating Profit,46.44,16.68,-23.25,21.67,17.24,6.58,-19.71,-8.82,18.91,3.48,-42.48,-6.35,-0.24
OPM %,31.39,14.66,-44.57,26.53,12.92,7.18,-46.64,-11.07,15.07,3.82,-103.21,-6.93,-0.17
Other Income,-11.15,20.95,0.53,14.52,18.27,5.81,-121.92,3.18,19.57,3.47,1.07,4.54,8.07
Interest,2.88,2.51,1.48,1.91,1.67,2.07,1.58,1.95,2.54,1.97,2.74,3.43,6.03
Depreciation,5.14,6.14,3.26,4.85,4.88,5.29,4.41,5.24,4.73,4.72,4.36,6.03,5.92
Profit before tax,27.27,28.98,-27.46,29.43,28.96,5.03,-147.62,-12.83,31.21,0.26,-48.51,-11.27,-4.12
Tax %,9.13,16.94,10.27,11.65,7.6,66.8,-0.7,32.03,41.85,-3553.85,11.94,15.88,6.8
Net Profit,24.78,24.06,-24.64,26.0,26.75,1.67,-148.66,-8.72,18.15,9.5,-42.72,-9.48,-3.84
EPS in Rs,23.6,22.91,-23.47,24.76,25.46,1.59,-141.48,-8.3,17.27,9.04,-40.66,-9.02,-3.65
