,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,45,28,45,44,56,6,46,33,20
Cash from Investing Activity,-5,-13,-41,-16,-30,-18,4,-36,-60
Cash from Financing Activity,-24,-27,-5,-25,-24,15,-55,5,56
Net Cash Flow,16,-12,-1,2,1,3,-5,1,16
