,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.59,1.48,-0.19,-16.6
Cash from Investing Activity,-0.08,-0.56,-0.5,-5.5600000000000005
Cash from Financing Activity,0.76,-0.96,0.8,35.8
Net Cash Flow,0.08,-0.03,0.11,13.64
