,2021-09-01,2021-12-01,2022-09-01,2023-03-01,2023-09-01
Sales,8.35,12.81,13.83,17.87,18.58
Expenses,6.81,11.86,11.51,13.95,14.63
Operating Profit,1.54,0.95,2.32,3.92,3.95
OPM %,18.44,7.42,16.78,21.94,21.26
Other Income,0.41,0.44,0.13,1.03,0.71
Interest,0.07,0.06,0.18,0.28,0.2
Depreciation,0.09,0.15,0.12,0.25,0.29
Profit before tax,1.79,1.18,2.15,4.42,4.17
Tax %,-20.67,0.0,5.58,9.95,25.42
Net Profit,2.16,1.18,2.02,3.99,3.11
EPS in Rs,4.32,1.82,2.52,3.47,2.7
