,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,28.96,28.96,21.22,21.22,21.22
Public,71.04,71.04,78.78,78.78,78.77
No. of Shareholders,581.0,586.0,5946.0,6571.0,6400.0
