,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3,3,3,3,3,3,3,3,3,3,3,3,3
Reserves,6,8,11,14,16,18,22,29,34,42,55,71,79
Borrowings,13,9,16,14,17,9,6,9,3,3,3,4,8
Other Liabilities,7,10,11,9,6,9,12,10,6,11,13,18,22
Total Liabilities,30,31,41,40,42,40,44,51,47,60,75,97,112
Fixed Assets,4,4,4,5,9,8,7,7,8,12,12,12,11
CWIP,0,0,0,0,0,0,0,0,0,0,0,12,21
Investments,0,0,0,0,0,0,0,0,5,8,8,20,23
Other Assets,26,27,36,35,33,32,36,44,33,40,54,54,57
Total Assets,30,31,41,40,42,40,44,51,47,60,75,97,112
