,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,16.13,17.54,15.89,17.17,24.92,27.62,34.38,17.89,30.81,26.96,43.02,28.94,33.23
Expenses,13.15,14.42,12.49,13.71,20.43,23.19,28.39,15.59,25.87,22.0,34.25,25.5,28.43
Operating Profit,2.98,3.12,3.4,3.46,4.49,4.43,5.99,2.3,4.94,4.96,8.77,3.44,4.8
OPM %,18.47,17.79,21.4,20.15,18.02,16.04,17.42,12.86,16.03,18.4,20.39,11.89,14.44
Other Income,0.09,0.37,-0.02,0.25,0.24,0.26,0.86,-0.08,1.05,1.38,0.35,1.54,1.34
Interest,-0.01,0.06,0.06,0.08,0.04,0.1,0.12,0.05,0.01,0.05,0.17,0.05,0.05
Depreciation,0.29,0.31,0.56,0.43,0.44,0.46,0.47,0.41,0.42,0.45,0.46,0.4,0.41
Profit before tax,2.79,3.12,2.76,3.2,4.25,4.13,6.26,1.76,5.56,5.84,8.49,4.53,5.68
Tax %,25.45,23.72,26.81,25.94,25.88,23.0,26.68,27.84,23.74,22.09,30.51,23.18,26.06
Net Profit,2.08,2.37,2.02,2.38,3.14,3.18,4.59,1.26,4.23,4.55,5.9,3.48,4.2
EPS in Rs,6.54,7.45,6.35,7.48,9.87,10.0,14.43,3.96,13.3,14.31,18.55,10.94,13.21
