,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,53,53,79,79,94,94,94,140,140,140,140,140,140.0
Reserves,979,998,1184,1278,1621,376,222,147,274,479,1240,1614,1794.0
Preference Capital,3,0,0,0,0,0,0,0,0,2,3,0,
Borrowings,1707,2454,3193,3873,4692,4754,5101,6044,6262,6716,3633,1909,2249.0
Other Liabilities,2635,8934,9063,9437,4571,5580,6133,6770,6958,6881,10391,13461,13613.0
Total Liabilities,5374,12439,13518,14667,10977,10804,11550,13101,13634,14217,15405,17124,17796.0
Fixed Assets,1626,1500,4025,12571,8515,8016,7875,7874,7693,7488,1309,329,366.0
CWIP,2678,9610,7962,151,20,37,46,58,77,62,73,62,47.0
Investments,205,282,285,240,228,186,247,284,186,214,65,32,28.0
Other Assets,865,1046,1246,1705,2215,2565,3381,4885,5678,6454,13959,16701,17355.0
Total Assets,5374,12439,13518,14667,10977,10804,11550,13101,13634,14217,15405,17124,17796.0
