,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43,6.43
DIIs,0.0,0.0,0.0,0.0,0.0,19.59,0.0,0.0,0.0,0.0,0.0,0.0
Public,93.57,93.57,93.57,93.57,93.57,73.98,93.57,93.57,93.57,93.57,93.57,93.57
No. of Shareholders,126.0,126.0,126.0,126.0,126.0,120.0,120.0,120.0,129.0,132.0,132.0,133.0
