,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
Reserves,3.44,3.69,3.94,4.06,4.31,4.46,4.82,5.08,5.31,5.59,5.54,5.77,6.29
Borrowings,0.37,0.34,0.02,0.0,0.29,0.2,0.13,0.05,0.11,0.34,0.22,0.09,0.02
Other Liabilities,1.23,1.79,1.24,0.43,0.26,0.22,0.29,0.3,0.24,0.34,0.26,0.26,0.35
Total Liabilities,8.84,9.62,9.0,8.29,8.66,8.68,9.04,9.23,9.46,10.07,9.82,9.92,10.46
Fixed Assets,0.36,0.31,0.38,0.24,0.58,0.5,0.42,0.34,0.38,0.6900000000000001,0.5700000000000001,0.46,0.43
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.15,0.15,0.16,0.05,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.5
Other Assets,8.33,9.16,8.46,8.0,8.03,8.18,8.62,8.74,9.08,9.38,9.25,9.46,9.53
Total Assets,8.84,9.62,9.0,8.29,8.66,8.68,9.04,9.23,9.46,10.07,9.82,9.92,10.46
