,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,140.0,112,107,114,101,98
Inventory Days,86.0,74,89,77,58,44
Days Payable,125.0,119,122,129,115,112
Cash Conversion Cycle,101.0,67,74,63,44,30
Working Capital Days,96.0,69,64,72,53,40
ROCE %,,10,14,14,18,25
