,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-1,6,6,13,7,11
Cash from Investing Activity,-9,-15,-2,-1,-4,-3
Cash from Financing Activity,15,11,-5,-7,-3,-7
Net Cash Flow,5,3,-1,6,0,0
