,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,20.09,23.24,26.1,16.17,23.23,32.47,36.84,42.84,49.49,56.71,51.14,47.1,44.37
Expenses,18.87,21.3,26.09,15.66,23.76,24.67,29.89,34.13,39.94,46.41,41.42,38.82,37.45
Operating Profit,1.22,1.94,0.01,0.51,-0.53,7.8,6.95,8.71,9.55,10.3,9.72,8.28,6.92
OPM %,6.07,8.35,0.04,3.15,-2.28,24.02,18.87,20.33,19.3,18.16,19.01,17.58,15.6
Other Income,0.55,0.73,1.99,1.79,3.48,0.47,1.84,0.12,0.54,0.23,0.49,1.18,1.49
Interest,0.11,0.22,0.12,0.1,0.18,1.15,1.99,2.23,2.18,2.12,2.08,1.92,1.98
Depreciation,0.4,0.92,0.95,0.94,1.13,4.23,4.76,5.13,5.11,5.02,4.72,5.29,5.05
Profit before tax,1.26,1.53,0.93,1.26,1.64,2.89,2.04,1.47,2.8,3.39,3.41,2.25,1.38
Tax %,25.4,24.84,77.42,25.4,39.63,25.26,14.71,25.17,19.64,23.6,27.27,25.33,25.36
Net Profit,0.94,1.14,0.21,0.94,1.0,2.16,1.74,1.11,2.25,2.58,2.48,1.68,1.03
EPS in Rs,0.83,1.0,0.18,0.83,0.88,1.9,1.53,0.98,1.98,2.27,2.09,1.42,0.87
