,2021-03-01,2022-03-01,2023-03-01
Debtor Days,136.8,90.02,104.73
Inventory Days,250.49,210.12,182.7
Days Payable,103.68,111.77,92.95
Cash Conversion Cycle,283.61,188.37,194.48
Working Capital Days,228.44,224.88,209.46
ROCE %,,13.44,14.92
