,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6.88,6.9,6.94,6.96
Reserves,15.18,19.23,26.09,31.64
Preference Capital,2.84,0.0,0.0,
Borrowings,0.45,29.2,32.13,31.98
Other Liabilities,11.16,11.2,12.07,11.48
Total Liabilities,33.67,66.53,77.23,82.06
Fixed Assets,6.28,8.51,7.2,7.5
CWIP,0.7000000000000001,20.38,24.37,25.26
Investments,0.0,0.0,0.0,0.0
Other Assets,26.69,37.64,45.66,49.3
Total Assets,33.67,66.53,77.23,82.06
