,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2.93,4.74,6.73,6.43,13.17,11.48,3.64,17.56,10.21,5.02,5.81,3.69,6.49
Expenses,3.5,4.65,6.26,6.05,11.3,10.18,6.04,15.63,10.49,5.68,10.31,6.33,7.94
Operating Profit,-0.57,0.09,0.47,0.38,1.87,1.3,-2.4,1.93,-0.28,-0.66,-4.5,-2.64,-1.45
OPM %,-19.45,1.9,6.98,5.91,14.2,11.32,-65.93,10.99,-2.74,-13.15,-77.45,-71.54,-22.34
Other Income,0.02,0.04,15.85,0.77,0.13,0.99,2.19,0.57,1.92,-0.65,1.9,0.04,0.02
Interest,0.5,0.51,1.52,0.26,0.57,0.76,0.51,0.42,0.51,0.6,0.81,0.31,-0.01
Depreciation,0.23,0.24,0.24,0.24,0.25,0.25,0.24,0.25,0.26,0.27,0.26,0.28,0.28
Profit before tax,-1.28,-0.62,14.56,0.65,1.18,1.28,-0.96,1.83,0.87,-2.18,-3.67,-3.19,-1.7
Tax %,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Net Profit,-1.29,-0.62,14.56,0.65,1.18,1.28,-0.96,1.83,0.87,-2.17,-3.67,-3.19,-1.7
EPS in Rs,-0.72,-0.35,8.17,0.36,0.66,0.72,-0.54,1.03,0.49,-1.22,-2.06,-1.79,-0.95
