,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,18,18,18,18,18,18,18,18,18,18,18,18,18
Reserves,24,17,8,-9,-23,-8,-22,-29,-14,-3,-1,3,-2
Borrowings,25,28,29,33,39,42,45,48,40,30,24,25,25
Other Liabilities,11,14,12,9,14,16,20,27,18,28,21,17,18
Total Liabilities,78,76,66,51,47,67,61,63,62,73,62,62,58
Fixed Assets,34,30,26,17,16,40,37,35,24,21,20,27,26
CWIP,0,0,0,2,2,2,2,2,2,2,3,3,3
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,44,47,40,32,29,25,22,25,36,50,39,32,29
Total Assets,78,76,66,51,47,67,61,63,62,73,62,62,58
