,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6,6,6,6,12,12,12,12,25,25,25,25,25
Reserves,166,208,271,362,468,594,749,1093,1248,1548,1735,1830,1873
Borrowings,175,225,198,239,236,178,153,112,139,144,174,164,225
Other Liabilities,127,147,182,234,281,286,335,394,430,459,448,476,501
Total Liabilities,475,587,657,841,997,1070,1250,1611,1841,2176,2383,2495,2624
Fixed Assets,271,327,366,472,531,541,525,848,981,938,987,1150,1211
CWIP,21,24,24,2,28,62,138,11,46,118,149,89,63
Investments,0,0,0,0,0,1,1,0,0,338,194,225,182
Other Assets,182,236,267,367,438,466,587,752,814,782,1052,1030,1167
Total Assets,475,587,657,841,997,1070,1250,1611,1841,2176,2383,2495,2624
