,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.00,1.46,0.00,0.00,0.00,0.9,0.79,0.28,0.00,1.17,0.00,0.99
Expenses,0.36,0.25,1.08,0.31,0.39,0.36,1.52,1.42,1.62,0.43,2.16,0.40,1.18
Operating Profit,-0.36,-0.25,0.38,-0.31,-0.39,-0.36,-0.62,-0.63,-1.34,-0.43,-0.99,-0.40,-0.19
OPM %,,,26.03,,,,-68.89,-79.75,-478.57,,-84.62,,-19.19
Other Income,0.51,0.36,0.47,0.39,0.65,0.77,1.59,0.36,0.6,0.41,1.62,0.66,0.52
Interest,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0.00,0.0
Depreciation,0.13,0.14,0.13,0.12,0.10,0.08,0.09,0.08,0.08,0.08,0.06,0.06,0.06
Profit before tax,0.02,-0.03,0.72,-0.04,0.16,0.33,0.88,-0.35,-0.82,-0.10,0.57,0.20,0.27
Tax %,-50.00,0.00,27.78,0.00,6.25,-3.03,7.95,0.0,-89.02,-10.00,-12.28,15.00,37.04
Net Profit,0.02,-0.04,0.51,-0.04,0.14,0.33,0.81,-0.34,-1.55,-0.11,0.63,0.16,0.16
EPS in Rs,0.00,-0.16,1.37,-0.27,0.33,0.87,2.18,-1.04,-4.42,-0.38,1.64,0.33,0.33
