,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,0,0,0,12,12
Reserves,0,0,1,1,2,12,13
Borrowings,5,6,10,12,10,16,18
Other Liabilities,6,8,8,12,24,37,61
Total Liabilities,11,14,18,25,36,78,104
Fixed Assets,0,0,0,0,0,0,0
CWIP,0,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0
Other Assets,11,14,18,25,36,78,104
Total Assets,11,14,18,25,36,78,104
