,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,61.84,62.15,62.15,62.2,63.27,62.93,63.85,64.11
FIIs,11.02,10.58,7.52,7.37,4.26,8.26,6.85,6.95
DIIs,11.69,14.79,19.81,20.8,21.56,16.52,17.01,16.7
Government,0.0,0.18,0.21,0.0,0.0,0.34,0.0,0.0
Public,15.45,12.3,10.32,9.63,10.91,11.95,12.3,12.25
No. of Shareholders,21331.0,23166.0,21802.0,19823.0,20949.0,74449.0,74077.0,66676.0
