,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1020,333,834,1412,915,1350,103,499,849,168,1445,1853
Cash from Investing Activity,-652,-517,-780,-315,-451,-343,-167,-278,-379,-116,-899,-1445
Cash from Financing Activity,-355,165,-39,-975,-365,-1180,92,-252,-296,-174,-571,-399
Net Cash Flow,13,-19,16,122,99,-173,28,-30,175,-122,-26,9
