,2023-05-01,2023-09-01
Equity Capital,3.92,3.92
Reserves,0.22,1.03
Borrowings,1.96,2.04
Other Liabilities,17.12,11.86
Total Liabilities,23.22,18.85
Fixed Assets,0.19,0.19
CWIP,0.0,0.0
Investments,0.0,0.07
Other Assets,23.03,18.59
Total Assets,23.22,18.85
