,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01,2023-11-01
Promoters,70.58,70.58,70.58,70.58,71.88,71.88,71.88,71.88,68.48,66.48,66.48,66.82
Public,29.42,29.42,29.42,29.42,28.12,28.12,28.11,28.12,31.52,33.52,33.53,33.18
No. of Shareholders,157.0,494.0,519.0,494.0,701.0,2057.0,6698.0,7684.0,7414.0,8322.0,10601.0,11000.0
