,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-11-01
Promoters,69.56,69.56,69.56,70.58,71.88,68.48,66.82
Public,30.44,30.44,30.44,29.42,28.12,31.52,33.18
No. of Shareholders,135.0,117.0,107.0,157.0,701.0,7414.0,11000.0
