,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,4.97,0.71,0.87,-1.12,9.76,20.52,5.95
Cash from Investing Activity,8.95,-3.36,0.98,3.58,-2.09,1.26,3.73
Cash from Financing Activity,0.0,0.0,0.0,0.0,-5.72,19.26,-12.56
Net Cash Flow,13.92,-2.65,1.85,2.46,1.95,41.04,-2.88
