,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7
Reserves,27.07,31.4,31.49,25.44,18.52,12.66,12.78,15.49,18.67,26.69,32.97,42.71,45.97
Borrowings,27.6,17.79,16.27,18.38,18.59,14.62,9.3,6.73,0.7000000000000001,0.25,1.19,1.48,1.13
Other Liabilities,23.91,15.72,11.95,17.3,13.26,9.54,9.92,8.91,9.58,11.44,13.22,15.26,12.8
Total Liabilities,82.28,68.61,63.41,64.82,54.07,40.52,35.7,34.83,32.65,42.08,51.08,63.15,63.6
Fixed Assets,31.48,30.04,28.64,27.15,23.92,20.84,19.43,16.49,15.75,15.56,15.83,16.67,16.01
CWIP,0.05,0.13,0.02,0.22,0.06,0.17,0.0,0.05,0.0,0.0,0.0,0.0,0.0
Investments,0.17,0.15,0.15,0.01,0.01,0.03,0.0,0.0,0.0,1.0,8.95,23.19,22.26
Other Assets,50.58,38.29,34.6,37.44,30.08,19.48,16.27,18.29,16.9,25.52,26.3,23.29,25.33
Total Assets,82.28,68.61,63.41,64.82,54.07,40.52,35.7,34.83,32.65,42.08,51.08,63.15,63.6
