,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,54.42,61.94,69.13,64.15,36.47,34.21,40.72,44.46,43.38,41.48,55.77,70.1,66.74
Expenses,60.13,62.78,68.22,67.25,39.76,37.0,37.37,38.88,37.52,36.97,46.52,56.97,56.28
Operating Profit,-5.71,-0.84,0.91,-3.1,-3.29,-2.79,3.35,5.58,5.86,4.51,9.25,13.13,10.46
OPM %,-10.49,-1.36,1.32,-4.83,-9.02,-8.16,8.23,12.55,13.51,10.87,16.59,18.73,15.67
Other Income,42.45,3.97,4.12,0.81,0.49,0.88,0.19,-0.07,-0.75,0.52,0.58,1.43,1.88
Interest,4.02,2.9,2.51,2.29,1.96,2.17,1.56,0.74,0.41,0.2,0.17,0.16,0.19
Depreciation,2.43,2.44,2.51,3.3,1.32,1.79,1.83,1.67,1.39,1.08,1.19,1.47,1.62
Profit before tax,30.29,-2.21,0.01,-7.88,-6.08,-5.87,0.15,3.1,3.31,3.75,8.47,12.93,10.53
Tax %,32.45,122.62,-900.0,23.22,-14.14,0.0,0.0,10.32,1.21,-113.07,26.33,23.43,
Net Profit,20.46,0.51,0.1,-6.05,-6.93,-5.88,0.15,2.78,3.26,7.99,6.24,9.9,8.19
EPS in Rs,55.36,1.38,0.27,-16.37,-18.75,-15.91,0.41,7.52,8.82,21.62,16.88,26.79,22.17
