,2005-09-01,2023-03-01,2023-09-01
Equity Capital,4,20,22.0
Reserves,-30,-11,
Preference Capital,0,20,
Borrowings,205,57,
Other Liabilities,180,91,
Total Liabilities,360,157,
Fixed Assets,131,65,
CWIP,0,2,
Investments,8,5,
Other Assets,220,86,
Total Assets,360,157,
